battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,px_density
-0.9025972554689959,-0.9900495037128095,0.8307794171595057,-1.019183979313898,-0.7646289836688316,-1.044861030009338,-1.382404930211834,0.3392757833146268,1.3506763768466552,-1.1014631157263755,-1.30853034000225,-1.4106832241760667,-1.1464237600938012,0.3916586003795349,-0.7846657790073348,0.2832501018000654,1.4624933239839086,-1.7868609675630667,-1.0060181084889308,0.9860966422066364,-1.0745628055562462
-0.49513856507006043,1.0100505037878158,-1.253064196519815,0.981177118456265,-0.9956154800981653,0.9594637342874209,1.1563335470157585,0.6863810077826679,-0.12072673102592602,-0.6640336730304253,-0.6473049022351556,0.5879576925495278,1.7052396712701081,0.4672723318133839,1.115451594991044,-0.6351877789758159,-0.7342672077230512,0.5596406313378746,0.9940178924830986,-1.0140993866100703,1.0817761185005708
-1.5376864991634263,1.0100505037878158,-1.253064196519815,0.981177118456265,-0.533642487239498,0.9594637342874209,0.4940539442607344,1.3805914567187503,0.13393919149048228,0.2108252123614751,-0.6473049022351556,1.3964474645131015,1.0756516409689854,0.4414530088847526,-0.30963643550774017,-0.8647972491697863,-0.36814045243855786,0.5596406313378746,0.9940178924830986,-1.0140993866100703,1.5267795315744992
-1.419318611449769,1.0100505037878158,1.198516525455856,-1.019183979313898,-0.9956154800981653,-1.044861030009338,-1.216835029523078,1.0334862322507092,-0.26220779909059727,0.6482546550574253,-0.15138582390983474,1.2903049525514034,1.2376779722964801,0.5945247091044956,0.8779369232412466,0.5128595719940358,-0.002013697154064573,0.5596406313378746,-1.0060181084889308,-1.0140993866100703,1.5321799880226814
1.3259058612938972,1.0100505037878158,-0.3950109438283302,-1.019183979313898,2.0072089734831717,0.9594637342874209,0.6596238449494904,0.3392757833146268,0.020754337038745255,-1.1014631157263755,0.6751459732990334,1.2722381420047313,-0.0909379445889776,-0.6577124529341254,-1.0221804507571322,-0.8647972491697863,0.7302398134149221,0.5596406313378746,0.9940178924830986,-1.0140993866100703,0.6768095718970056
1.4124054715461853,-0.9900495037128095,-1.253064196519815,0.981177118456265,-0.30265599081016437,-1.044861030009338,-0.5545554267680539,0.6863810077826679,0.6715672501362331,-1.5388925584223256,-0.481998542793382,0.8115344730645943,0.932142604650347,-0.9749212774858821,1.115451594991044,-1.0944067193637566,-0.18507707479631122,0.5596406313378746,-1.0060181084889308,-1.0140993866100703,0.914342629461184
1.3259058612938972,-0.9900495037128095,0.21788423666558757,-1.019183979313898,-0.07166949438083071,0.9594637342874209,-1.216835029523078,1.0334862322507092,-0.03583809018712326,1.5231135404493257,0.013920535531938874,-0.595418398257491,-0.539982348553749,1.010400231990665,0.16539290799185455,0.5128595719940358,1.279429946341662,0.5596406313378746,-1.0060181084889308,0.9860966422066364,-0.6240356489800364
1.6286544971769052,-0.9900495037128095,-1.253064196519815,0.981177118456265,-0.9956154800981653,-1.044861030009338,-0.4441754929755498,1.0334862322507092,1.322380163233721,-0.22660423033447505,-1.6391430588857974,-0.2995743755557363,-0.23676164278372294,-1.3133388315861574,0.8779369232412466,-0.6351877789758159,-1.1003939630075446,0.5596406313378746,0.9940178924830986,0.9860966422066364,-0.3817765876753942
0.47001498090283717,1.0100505037878158,-1.253064196519815,-1.019183979313898,-0.9956154800981653,-1.044861030009338,1.1563335470157585,0.6863810077826679,0.9545293862655757,1.0856840977533755,0.6751459732990334,-0.584126641665821,-0.9612508100052356,-0.9454134798531605,1.115451594991044,-1.0944067193637566,1.6455567016261552,0.5596406313378746,-1.0060181084889308,-1.0140993866100703,-0.7027967374035913
-1.6606069979429934,1.0100505037878158,-1.1304851604210315,0.981177118456265,-0.533642487239498,0.9594637342874209,-1.27202499641933,-1.3962503390255787,-1.337463916382099,0.2108252123614751,0.840452332740807,1.111895198403017,-0.06316200207569275,-1.485775024002374,1.5904809384906387,0.9720785123819764,0.18104968048818207,0.5596406313378746,-1.0060181084889308,-1.0140993866100703,0.5892902678459826
